Date,nifty_into,nifty_inth,nifty_intl,nifty_intc,nifty_vol,nifty_ImpulseMACD,nifty_ImpulseHisto,nifty_ImpulseMACDCDSignal,nifty_STX,nifty_psi,nifty_TSI,nifty_TSIs,nifty_velocity,nifty_smooth_velocity,usdinr_into,usdinr_inth,usdinr_intl,usdinr_intc,usdinr_vol,usdinr_ImpulseMACD,usdinr_ImpulseHisto,usdinr_ImpulseMACDCDSignal,usdinr_STX,usdinr_psi,usdinr_TSI,usdinr_TSIs,usdinr_velocity,usdinr_smooth_velocity
2017-01-13,8259.349609375,8461.0498046875,8227.75,8400.349609375,786400,87.28838900037226,-80.89797748503466,168.18636648540692,0,99.85890209631529,-3.9483630372199876,3.59925942173581,39.69892243047673,-14.759091935023735,68.09439849853516,68.49299621582031,67.94999694824219,68.15779876708984,0,0.8984850031207827,0.09435949976847113,0.8041255033523116,0,50.904531163006126,15.693501566384594,10.206799202015759,0.07724228534523368,0.07950536544465454
2017-01-20,8390.9501953125,8460.2998046875,8340.9501953125,8349.349609375,778400,87.75045132977357,-57.946069805989794,145.69652113576336,0,100.0,-3.0665031215136995,2.647007629843023,16.54746232403354,-8.497781083212281,68.09500122070312,68.29000091552734,67.87999725341797,68.07720184326172,0,0.9139867274308813,0.08113374622109704,0.8328529812097842,0,49.14514326912982,16.115373546217988,11.050881251187507,0.03964131554464949,0.07153255546465354
2017-01-27,8329.599609375,8672.7001953125,8327.2001953125,8641.25,942100,99.65975857309604,-29.579741593304192,129.23950016640023,0,100.0,0.3469920905750495,2.3184339813761694,82.67258538077282,9.73629220958474,68.05549621582031,68.2249984741211,67.7300033569336,68.11000061035156,0,0.9202838952438981,0.06759489138849517,0.8526890038554029,0,49.287864400413596,16.57489533358268,11.840026120101102,0.038946209004064335,0.0650152861725357
2017-02-03,8635.5498046875,8757.599609375,8537.5,8740.9501953125,1627900,121.91674518815853,2.9559174698523663,118.96082771830616,0,99.89113133585008,3.876621011528321,2.5410321285407624,84.28976489799416,24.646986747266624,67.82550048828125,67.89299774169922,67.02999877929688,67.15730285644531,0,0.8594600276356914,7.475091081710072e-05,0.8593852767248743,0,51.3133401063409,12.514050956924075,11.936315382504384,-0.19257283271169043,0.01349766239569047
2017-02-10,8785.4501953125,8822.099609375,8715.0,8793.5498046875,1052800,150.39753875246788,35.83297838949754,114.56456036297034,0,99.24149739864554,7.094238069070698,3.1914901200450387,78.49559841026255,35.41670907986581,67.19499969482422,67.44999694824219,66.6500015258789,66.84369659423828,0,0.7724568714208857,-0.08428021617748038,0.8567370875983661,0,54.965023869923456,7.947545697679412,11.366491141815102,-0.2065555114447272,-0.030512972372393064
2017-02-17,8819.7998046875,8896.4501953125,8712.849609375,8821.7001953125,1092200,176.98939460149268,61.07897765930687,115.9104169421858,0,98.21665753775727,9.89353447163431,4.1489250274149345,69.66304798155558,42.265976860203764,66.94170379638672,67.16500091552734,66.76000213623047,67.06520080566406,0,0.7014506934138325,-0.14372186226746608,0.8451725556812986,0,59.857348404830375,5.176641303247063,10.482226879162525,-0.10685763360657692,-0.04578190461922984
2017-02-24,8818.5498046875,8982.150390625,8809.7998046875,8939.5,967800,208.79873189158752,83.98594175714,124.81279013444752,0,93.31066086489923,13.105202336082321,5.428393214367418,84.06770137434025,50.626321763031065,66.97000122070312,67.00499725341797,66.5199966430664,66.63500213623047,0,0.6095302355633692,-0.2117517601912371,0.8212819957546063,0,65.600739784359,1.2385115021086317,9.161696111011969,-0.19250778047742423,-0.07512707979086872
2017-03-03,8943.7001953125,8992.5,8860.099609375,8897.5498046875,1110800,237.03234654162407,97.18183869412599,139.85050784749808,0,88.4889478498018,15.258032668057437,6.832627422037421,55.40298415893073,51.581654242211,66.73500061035156,66.88999938964844,66.58999633789062,66.77300262451172,0,0.5316529427585408,-0.254716588839909,0.7863695315984498,0,71.87742087271425,-1.314211523423705,7.6651378775211585,-0.11361298771073007,-0.08282426137484099
2017-03-10,8915.099609375,8977.849609375,8891.9501953125,8934.5498046875,850200,264.0243798823085,104.70685368665485,159.31752619565364,0,83.79187684708353,17.307082563181346,8.328978156486553,54.415353200905315,52.14839403394987,66.6449966430664,66.85299682617188,66.11000061035156,66.48500061035156,0,0.4313780514042662,-0.30625355392819464,0.7376316053324609,0,78.46089975368906,-4.439422714034341,5.935914935870373,-0.15978608924360385,-0.09821662694859357
2017-03-17,9091.650390625,9218.400390625,9060.5,9160.0498046875,1006200,303.8788966527336,120.49575849570647,183.38313815702713,0,65.05355145588898,20.717675352264553,10.098792041597696,95.61359190997341,60.841433609154585,66.15750122070312,66.23999786376953,65.20999908447266,65.46810150146484,0,0.2638482774016353,-0.4032681361842536,0.6671164135858889,0,77.8932370130403,-10.524489629500058,3.5844285693888827,-0.35932361298880133,-0.15043802415663513
