Country,Year,Month,CalendarDay,I7494_5,I7494_6,I7494_7
India,"Calendar Year (Jan - Dec), 2008","May, 2008",2008-05-31,310964.91,108.4449849869,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-01,310964.91,108.4449849869,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-02,295924.93,103.199986748,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-03,272347.96,94.9778238111,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-04,274145.14,95.6045670604,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-05,279152.89,97.3509550164,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-06,280935.62,97.9726590154,286749.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-07,282498.634641,97.9303268778,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-08,282498.634641,97.9303268778,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-09,287589.65,99.6951665517,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-10,305699.13,105.9729572328,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-11,292138.1,101.2719217663,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-12,306898.33,106.3886691464,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-13,300718.43783,104.2463619418,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-14,301550.023609,104.5346375552,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-15,301550.023609,104.5346375552,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-16,288938.86648,100.1628828332,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-17,283068.23,98.1277814947,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-18,279556.11,96.9102780541,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-19,286139.6,99.1924955541,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-20,281213.6,97.484859725,288469.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-21,284746.51,97.9435927423,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-22,284746.51,97.9435927423,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-23,298703.52,102.7443529108,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-24,305023.13,104.9180944191,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-25,316239.39,108.7761252042,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-26,304817.37,104.847319632,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-27,305792.53,105.1827431421,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-28,308979.25,106.2788717861,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-29,308979.25,106.2788717861,290725.0
India,"Calendar Year (Jan - Dec), 2008","June, 2008",2008-06-30,298810.23,102.7810577006,290725.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-01,298810.23,102.7810577006,290725.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-02,283972.504,97.6773597042,290725.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-03,264377.2,90.9372087024,290725.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-04,268713.05,92.4286009115,290725.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-05,274301.18,91.8288970202,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-06,274301.18,91.8288970202,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-07,303452.28,101.5879267113,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-08,298789.53,100.0269593484,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-09,306083.27,102.4687136979,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-10,305072.59,102.1303643345,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-11,314181.08,105.1796497595,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-12,316416.03,105.9278528601,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-13,316416.03,105.9278528601,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-14,294172.88,98.4814250659,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-15,311893.23,104.4137371154,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-16,304943.25,102.0870646683,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-17,298109.12,99.7991757865,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-18,301633.95,100.979197145,298709.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-19,307113.05,97.9442624833,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-20,307113.05,97.9442624833,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-21,323155.19,103.0604096837,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-22,318241.11,101.493214993,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-23,329704.51,105.1491138829,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-24,325324.89,103.7523687727,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-25,326446.76,104.1101547077,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-26,328528.43,104.7740393355,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-27,328528.43,104.7740393355,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-28,315354.36,100.5725748583,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-29,308925.3,98.5222238877,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-30,303569.85,96.8142678092,313559.0
India,"Calendar Year (Jan - Dec), 2008","July, 2008",2008-07-31,295356.41,94.1948437136,313559.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-01,303726.78,96.8643158066,313559.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-02,308608.39,98.4839720576,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-03,308608.39,98.4839720576,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-04,324306.52,103.4936031836,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-05,322712.187,102.98481518,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-06,315911.046,100.8144160532,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-07,313556.654,100.063075897,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-08,324069.861,103.418079902,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-09,320936.062,102.4180132053,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-10,320936.062,102.4180132053,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-11,304697.599,97.235949502,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-12,309876.877,98.8887751748,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-13,316510.822,101.0058182468,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-14,316050.87,100.8590370789,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-15,316050.87,100.8590370789,313359.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-16,318582.0675,100.861795574,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-17,318582.0675,100.861795574,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-18,322746.7,102.1803013994,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-19,324211.45,102.6440353321,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-20,330688.59,104.69467169,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-21,321281.8,101.7165199772,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-22,328433.05,103.9805768378,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-23,328415.03,103.9748717786,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-24,328415.03,103.9748717786,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-25,316179.41,100.1011239157,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-26,303762.37,96.1699392136,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-27,303779.7,96.1754258216,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-28,301026.18,95.3036725131,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-29,311047.18,98.4762806307,315860.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-30,328398.67,101.1207295256,324759.0
India,"Calendar Year (Jan - Dec), 2008","August, 2008",2008-08-31,328398.67,101.1207295256,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-01,343788.17,105.8594742563,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-02,333129.59,102.5774774525,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-03,334518.64,103.0051946212,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-04,335041.79,103.1662833055,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-05,338071.3,104.0991319717,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-06,334823.25,103.0989903282,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-07,334823.25,103.0989903282,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-08,313583.9,96.5589560259,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-09,312901.6,96.3488617713,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-10,322348.55,99.2577726868,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-11,325580.86,100.2530676594,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-12,315462.69,97.1374742501,324759.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-13,322040.31,97.8090805275,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-14,322040.31,97.8090805275,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-15,353615.18,107.3989017597,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-16,342471.07,104.0142473592,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-17,328805.17,99.8636827495,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-18,337700.73,102.5654145432,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-19,341043.65,103.5807158,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-20,342459.08,104.0106057937,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-21,342459.08,104.0106057937,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-22,339649.38,103.1572524556,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-23,338973.99,102.9521251071,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-24,328276.31,99.7030590365,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-25,311981.23,94.7539680611,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-26,318134.11,96.6227016225,329254.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-27,323209.58,97.7010050935,330815.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-28,323209.58,97.7010050935,330815.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-29,350654.51,105.9971615556,330815.0
India,"Calendar Year (Jan - Dec), 2008","September, 2008",2008-09-30,352517.38,106.5602768919,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-01,353502.61,106.8580959146,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-02,353502.61,106.8580959146,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-03,347724.27,105.1113976089,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-04,348794.2036,105.4348211538,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-05,348794.2036,105.4348211538,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-06,318625.7181,96.3153781116,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-07,310898.8,93.9796563034,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-08,314572.645654,95.0902001584,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-09,314572.645654,95.0902001584,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-10,318028.906554,96.1349716772,330815.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-11,321844.86,133.0487226127,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-12,321844.86,133.0487226127,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-13,293483.98,121.3245059942,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-14,295822.66,122.291302191,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-15,291113.36,120.3445059942,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-16,242889.37,100.4089995866,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-17,244765.73,101.1846754857,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-18,248692.73,102.8080735841,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-19,248692.73,102.8080735841,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-20,222312.01,91.9024431583,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-21,222312.01,91.9024431583,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-22,206615.28,85.4135097148,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-23,204167.98,84.4018106656,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-24,209606.56,86.6500868127,241900.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-25,213027.19,94.1286216115,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-26,213027.19,94.1286216115,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-27,259745.67,114.7717429247,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-28,259502.3,114.6642069682,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-29,248961.33,110.0065528136,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-30,249986.41,110.4594967192,226315.0
India,"Calendar Year (Jan - Dec), 2008","October, 2008",2008-10-31,265147.16,117.1584561341,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-01,265756.79,117.4278284692,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-02,265756.79,117.4278284692,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-03,203017.34,89.7056492058,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-04,222833.85,98.4618120761,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-05,194383.657576,85.8907529664,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-06,196418.537249,86.7898889817,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-07,199452.83877,88.1306315401,226315.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-08,195623.821199,94.0313790065,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-09,195623.821199,94.0313790065,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-10,222979.12,107.1803730995,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-11,219898.16,105.6994342461,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-12,223226.71,107.2993832946,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-13,224170.44,107.7530102239,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-14,217693.728771,104.6398204061,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-15,220311.211557,105.8979775895,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-16,220311.211557,105.8979775895,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-17,211096.981361,101.468932259,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-18,203348.219,97.7442999217,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-19,201357.1,96.7872198269,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-20,199722.277358,96.0014022995,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-21,212135.066612,101.9679133498,208041.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-22,214652.86,102.5687772665,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-23,214652.86,102.5687772665,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-24,222034.55,106.0960115063,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-25,223615.14,106.8512736708,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-26,217304.86,103.8359972668,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-27,219832.72,105.0438987562,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-28,233462.52,111.556702361,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-29,235758.8,112.6539466831,209277.0
India,"Calendar Year (Jan - Dec), 2008","November, 2008",2008-11-30,235758.8,112.6539466831,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-01,199810.623125,95.4766281651,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-02,185282.45,88.5345499028,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-03,186380.82,89.0593901862,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-04,195031.27,93.1928831166,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-05,205998.05,98.4332009729,209277.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-06,206225.61,98.6942628521,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-07,206225.61,98.6942628521,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-08,222357.17,106.4144117844,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-09,222155.22,106.3177637183,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-10,215832.07,103.2916670655,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-11,209740.4,100.3763507758,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-12,218779.66,104.7023076849,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-13,219787.36,105.1845669382,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-14,219787.36,105.1845669382,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-15,207202.73,99.1618873053,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-16,202612.89,96.9653081539,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-17,201475.89,96.4211692526,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-18,201861.67,96.6057936196,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-19,209670.16,100.3427357217,208954.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-20,215785.06,102.1767619372,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-21,215785.06,102.1767619372,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-22,227176.16,107.5705816618,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-23,223894.39,106.0166249976,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-24,220866.84,104.5830444912,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-25,220866.84,104.5830444912,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-26,219429.0,103.9022103529,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-27,224235.9,106.1783339963,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-28,224235.9,106.1783339963,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-29,201858.92,95.5825709794,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-30,210135.61,99.5016809667,211188.0
India,"Calendar Year (Jan - Dec), 2008","December, 2008",2008-12-31,212954.99,100.8366905317,211188.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-01,195615.56,92.6262666439,211188.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-02,197409.55,93.4757419929,211188.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-03,201175.14,95.4291474354,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-04,201175.14,95.4291474354,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-05,212612.44,100.8545284639,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-06,208825.32,99.0580757171,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-07,217428.39,103.1390155163,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-08,217514.33,103.1797818899,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-09,223157.49,105.8566630774,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-10,221216.05,104.9357244167,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-11,221216.05,104.9357244167,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-12,207360.58,98.3632637766,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-13,206873.52,98.1322227019,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-14,208916.46,99.1013087552,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-15,216870.18,102.8742238308,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-16,212399.03,100.753295606,210811.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-17,219614.44,112.5985377508,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-18,219614.44,112.5985377508,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-19,201662.94,103.3946226967,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-20,198662.68,101.8563591432,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-21,195377.78,100.1721577917,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-22,191917.29,98.3979296767,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-23,194779.79,99.8655622891,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-24,196783.94,100.8931102019,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-25,196783.94,100.8931102019,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-26,196783.94,100.8931102019,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-27,192382.07,98.636227069,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-28,183997.33,94.3372863281,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-29,191576.44,98.2231724449,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-30,197305.58,101.1605602896,195042.0
India,"Calendar Year (Jan - Dec), 2009","January, 2009",2009-01-31,203144.99,104.0062410403,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-01,203144.99,104.0062410403,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-02,206480.22,105.7138132296,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-03,197480.03,101.1058928937,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-04,195613.06,100.1500409584,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-05,197922.35,101.3323520377,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-06,199901.32,102.345545771,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-07,192452.43,98.5318605366,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-08,192452.43,98.5318605366,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-09,194316.7,99.4863301249,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-10,196874.11,100.7956737661,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-11,199268.82,102.021718206,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-12,192950.84,98.7870366578,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-13,200516.38,102.6604443989,195320.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-14,201203.21,101.7565417488,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-15,201203.21,101.7565417488,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-16,195238.29,98.7398422091,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-17,200653.4,101.4784807566,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-18,199936.38,101.1158549537,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-19,210039.79,106.2255550498,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-20,210577.6,106.4975471603,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-21,218289.04,110.3975319881,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-22,218290.04,110.3980377282,197730.0
