Country,Year,Month,CalendarDay,I7494_5,I7494_6,I7494_7
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-23,218251.6,110.3785970768,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-24,178357.23,90.2024123805,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-25,179721.5,90.8923784959,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-26,181745.67,91.9160825368,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-27,194304.43,98.2675517119,197730.0
India,"Calendar Year (Jan - Dec), 2009","February, 2009",2009-02-28,205889.22,104.2403171421,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-01,205889.22,104.2403171421,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-02,208750.15,105.6887866177,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-03,195039.38,98.7471166601,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-04,191710.24,97.0615956337,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-05,195445.02,98.9524894438,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-06,205552.92,104.0700507306,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-07,197890.94,100.1908421681,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-08,197890.94,100.1908421681,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-09,206641.39,104.621135717,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-10,206259.65,104.4278633413,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-11,205812.27,104.2013578784,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-12,190750.49,96.5756807112,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-13,200837.56,101.6826959102,197514.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-14,197780.95,98.7458123849,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-15,197780.95,98.7458123849,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-16,214759.26,107.2225489658,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-17,218671.22,109.1756676469,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-18,200666.43,100.1864418627,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-19,204023.01,101.8622767645,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-20,218861.12,109.2704787486,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-21,222094.58,110.884843704,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-22,222094.58,110.884843704,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-23,200184.53,99.945844338,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-24,206084.34,102.8914340491,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-25,190555.53,95.1383872627,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-26,236796.24,118.2249204915,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-27,238221.01,118.9362633742,200293.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-28,243398.56,121.3491875938,200577.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-29,243398.56,121.3491875938,200577.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-30,233971.47,116.6492020521,200577.0
India,"Calendar Year (Jan - Dec), 2009","March, 2009",2009-03-31,275336.51,137.2722246319,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-01,278308.43,138.7539099697,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-02,213632.36,106.5089018183,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-03,215316.47,107.348534478,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-04,236426.66,117.8732656287,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-05,236426.66,117.8732656287,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-06,190737.23,95.0942680367,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-07,190375.75,94.9140479716,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-08,179472.56,89.4781355789,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-09,180558.19,90.0193890626,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-10,180547.48,90.0140494673,200577.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-11,185130.72,90.20338438,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-12,185130.72,90.20338438,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-13,202813.63,98.8192333741,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-14,202813.63,98.8192333741,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-15,200257.17,97.5736197664,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-16,204322.15,99.5542470412,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-17,209779.77,102.213426429,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-18,214112.38,104.3244541676,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-19,214112.38,104.3244541676,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-20,191761.6,93.434224823,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-21,221316.72,107.8347081667,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-22,222089.05,108.2110194556,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-23,235115.36,114.5579793117,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-24,222886.495024,108.5995678284,205237.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-25,225234.139743,108.2107289871,208144.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-26,225234.139743,108.2107289871,208144.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-27,196460.916284,94.387018739,208144.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-28,200205.605011,96.1861043369,208144.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-29,233489.75183,112.1770273609,208144.0
India,"Calendar Year (Jan - Dec), 2009","April, 2009",2009-04-30,237120.319015,113.9212847908,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-01,236872.88468,113.802408275,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-02,244033.705738,117.2427289463,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-03,244033.705738,117.2427289463,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-04,191152.42082,91.8366231167,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-05,189129.397806,90.864688776,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-06,195539.90825,93.9445327514,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-07,191304.634117,91.9097519587,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-08,194136.618479,93.2703409558,208144.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-09,194135.078289,92.8276368322,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-10,194135.078289,92.8276368322,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-11,205909.862367,98.4578680599,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-12,214595.671494,102.6110749009,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-13,202733.51,96.9390632845,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-14,207978.64,99.447074856,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-15,213438.76,102.0578860545,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-16,215413.55,103.0021517202,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-17,215413.55,103.0021517202,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-18,211539.83,101.1498936094,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-19,224274.5,107.2391039281,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-20,226933.25,108.5104119349,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-21,215346.49,102.9700863079,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-22,214823.12,102.7198316877,209135.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-23,218911.28,103.2561412777,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-24,218911.28,103.2561412777,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-25,215411.74,101.6054771518,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-26,200851.54,94.7377174446,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-27,221702.65,104.5727755556,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-28,208459.59,98.3262848572,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-29,216456.59,102.0983123278,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-30,221680.27,104.5622193502,212008.0
India,"Calendar Year (Jan - Dec), 2009","May, 2009",2009-05-31,221680.27,104.5622193502,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-01,209345.71,98.744250217,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-02,212984.66,100.4606712954,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-03,218238.81,102.938950417,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-04,211095.85,99.5697568016,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-05,214610.69,101.2276376363,212008.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-06,213495.78,101.2125743109,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-07,213495.78,101.2125743109,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-08,212120.86,100.56076193,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-09,210184.79,99.6429235131,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-10,211698.52,100.3605419602,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-11,223200.32,105.8132342205,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-12,223791.73,106.093605704,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-13,224387.26,106.3759303682,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-14,224387.26,106.3759303682,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-15,206930.81,98.1002996141,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-16,217778.36,103.2428296466,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-17,203259.64,96.359897221,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-18,202419.04,95.9613914989,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-19,205159.82,97.2607211598,210938.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-20,207966.53,98.5291821236,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-21,207966.53,98.5291821236,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-22,203128.97,96.2372708709,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-23,199095.81,94.326463607,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-24,210810.58,99.8766197156,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-25,225855.97,107.0047377423,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-26,206679.37,97.9193588887,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-27,208901.64,98.9722131415,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-28,208901.64,98.9722131415,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-29,222160.94,105.254127758,211071.0
India,"Calendar Year (Jan - Dec), 2009","June, 2009",2009-06-30,250664.49,118.7583751439,211071.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-01,250664.49,118.7583751439,211071.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-02,254173.51,120.4208583841,211071.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-03,196514.82,93.1036570633,211071.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-04,197718.82,93.790502303,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-05,197718.82,93.790502303,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-06,236013.99,111.9563159068,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-07,216764.64,102.8251355492,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-08,202317.64,95.9720125801,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-09,213167.72,101.118889611,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-10,208032.47,98.6829167635,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-11,208407.12,98.8606368798,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-12,208407.12,98.8606368798,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-13,210480.35,99.8441005839,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-14,225516.07,106.9764905673,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-15,228898.1,108.58080063,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-16,224044.67,106.278512777,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-17,212680.72,100.8878748061,210809.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-18,213145.54,99.5049345023,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-19,213145.54,99.5049345023,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-20,214951.37,100.3479687777,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-21,214188.78,99.9919610095,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-22,208385.93,97.2829565932,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-23,212739.34,99.3153039597,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-24,214710.85,100.2356843412,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-25,216731.45,101.1789819146,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-26,216731.45,101.1789819146,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-27,222346.13,103.8001409858,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-28,220403.15,102.8930795589,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-29,231312.29,107.9859060904,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-30,230167.01,107.4512431958,214206.0
India,"Calendar Year (Jan - Dec), 2009","July, 2009",2009-07-31,209186.03,97.6564755422,214206.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-01,209543.46,98.3555084089,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-02,209543.46,98.3555084089,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-03,226645.42,106.3828263247,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-04,214212.22,100.5469309589,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-05,228557.2,107.2801776134,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-06,217431.48,102.0579872047,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-07,214688.14,100.7703182866,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-08,208799.3,98.0062145911,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-09,208799.3,98.0062145911,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-10,223001.69,104.672532352,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-11,222152.64,104.2740052664,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-12,222093.34,104.2461710327,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-13,210855.79,98.971489859,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-14,200995.93,94.343468812,213047.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-15,200995.93,92.9014161975,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-16,200995.93,92.9014161975,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-17,227401.52,105.1062240587,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-18,219826.17,101.6048559306,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-19,222392.99,102.7912541483,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-20,239912.18,110.8887194136,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-21,228258.04,105.5021122789,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-22,232187.12,107.318154506,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-23,232187.12,107.318154506,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-24,211140.49,97.5902872145,216354.0
India,"Calendar Year (Jan - Dec), 2009","August, 2009",2009-08-25,248370.27,114.7980947891,216354.0
